78,1
275,2
247,0
55,3
388,5
203,0
42,3
233,0
150,4
116,1
9,3
208,0
268,2
165,4
373,5
274,2
124,4
271,2
289,2
333,5
15,3
389,5
346,5
0,3
140,4
113,1
77,1
33,3
101,1
76,1
155,4
369,5
290,2
354,5
90,1
258,0
137,4
57,3
73,1
25,3
72,1
145,4
370,5
141,4
157,4
93,1
46,3
321,2
108,1
195,0
39,3
56,3
30,3
375,5
384,5
132,4
163,4
167,4
22,3
31,3
94,1
192,0
350,5
176,4
322,2
181,4
345,5
173,4
248,0
5,3
45,3
84,1
239,0
110,1
362,5
82,1
114,1
3,3
18,3
329,5
182,4
172,4
63,3
341,5
229,0
382,5
381,5
311,2
220,0
131,4
281,2
356,5
237,0
366,5
347,5
209,0
75,1
104,1
266,2
16,3
66,1
158,4
7,3
19,3
304,2
391,5
342,5
118,1
177,4
287,2
379,5
292,2
60,3
79,1
280,2
353,5
249,0
153,4
109,1
17,3
352,5
24,3
126,4
363,5
175,4
232,0
193,0
238,0
152,4
294,2
364,5
180,4
119,1
374,5
219,0
139,4
148,4
302,2
36,3
286,2
211,0
225,0
327,2
59,3
111,1
368,5
168,4
6,3
283,2
320,2
10,3
202,0
103,1
81,1
218,0
234,0
323,2
210,0
296,2
324,2
89,1
245,0
147,4
337,5
92,1
69,1
123,1
96,1
143,4
298,2
97,1
223,0
68,1
23,3
37,3
144,4
122,1
67,1
335,5
314,2
380,5
312,2
387,5
125,4
146,4
228,0
86,1
331,5
198,0
332,5
194,0
253,0
297,2
183,4
196,0
278,2
222,0
277,2
129,4
38,3
11,3
265,2
185,4
284,2
112,1
179,4
340,5
255,0
117,1
361,5
272,2
377,5
282,2
355,5
164,4
246,0
136,4
154,4
199,0
197,0
385,5
2,3
204,0
115,1
227,0
231,0
26,3
120,1
301,2
224,0
261,0
262,0
310,2
338,5
127,4
74,1
317,2
29,3
83,1
325,2
107,1
365,5
250,0
133,4
244,0
184,4
285,2
44,3
360,5
65,1
291,2
85,1
242,0
186,4
70,1
159,4
12,3
35,3
28,3
170,4
142,4
367,5
316,2
221,0
95,1
51,3
240,0
371,5
299,2
178,4
41,3
305,2
206,0
254,0
326,2
4,3
256,0
351,5
100,1
226,0
336,5
213,0
171,4
98,1
215,0
61,3
47,3
32,3
267,2
200,0
349,5
27,3
307,2
230,0
260,0
288,2
162,4
334,5
138,4
62,3
135,4
128,4
8,3
64,3
300,2
14,3
156,4
40,3
378,5
318,2
216,0
279,2
339,5
236,0
